Bus Name,Sentence,POS,NEG,NEU
Tuấn Hiệp,Anh lơ xe bao dễ thương luôn ạ@@!,0.9996,0.0002,0.0002
Tuấn Hiệp,nhận thêm khách để nằm dưới đường đi tự ý đổi chỗ khách,0.0036,0.9958,0.0006
Tuấn Hiệp,lâu tự sắp chỗ mặc dù đặt ghế dưới tài sắp lên tận ghế cuối đi rất mệt còn ráng nhận thêm người để nằm dưới đường đi nhìn rất ghê🙂‍↕️ kco lần 2,0.0144,0.9855,1e-04
Tuấn Hiệp,trễ cả tiếng nhma mọi thứ đều ok,0.9737,0.0195,0.0068
Tuấn Hiệp,Đặt vé 21h00 tới 21h50 vẫn chưa được lên xe,0.0008,0.9874,0.0118
Tuấn Hiệp,Xe thiếu hệ thống đèn cá nhân!,0.0009,0.9948,0.0043
Tuấn Hiệp,Mức độ di chuyển chậm nhận hàng để hành khách chờ khá lâu,0.0005,0.999,0.0005
Tuấn Hiệp,Thái độ tài xế cực kì tệ.,0.0036,0.9963,1e-04
Tuấn Hiệp,Hủy vé sao ko hồi tiền vậy,0.0031,0.2305,0.7664
Tuấn Hiệp,phục vụ tốt,0.9991,0.0003,0.0006
Tuấn Hiệp,xe có mùi rất khó chịu,0.0006,0.9994,1e-04
Tuấn Hiệp,"Xe để là 18h40 lên xe mà ra đợi tới 21h30, từ tphcm về cà mau chỉ ghé một trạm dừng. Về tới Cà Mau sang xe về năm căn mất hết 30phút nữa.",0.001,0.9844,0.0146
Tuấn Hiệp,Nhà xe làm ăn gian dối...đặt ghế giữa tầng dưới đẩy lên ghế cuối tầng trên... khi được phản ánh lại sang qua xe khác 2 lần vẫn xếp ghế cuối...thời gian đón và trả khách trễ hơn thời gian trên app nhiều.mn cân nhắc khi đặt nhà xe này,0.0005,0.9993,0.0002
Tuấn Hiệp,"Mọi thứ điều ổn chỉ là mình k thích điểm dừng chân , nvs quá bẩn ẹc",0.0017,0.9975,0.0008
Tuấn Hiệp,Phụ xe rất khó chịu,0.0026,0.9973,1e-04
Tuấn Hiệp,xe thì nghe mùi nước sơn xe thì củ nữa chứ ko có rèm chỗ cửa ko có gối nằm nói chung đi xe giường tuấn hiệp rất giở lý do đánh giá 1 sao 1 xe củ 2 xe ko có rèm chỗ cửa 3 xe ko có gối nằm 4 xe hôi mùi nước sơn +1 sao là vì thái độ phục vụ tốt,0.0003,0.9952,0.0044
Tuấn Hiệp,Xe chậm trễ với đặt vé mất chỗ ngồi,0.0006,0.9987,0.0007
Tuấn Hiệp,Xàm,0.0009,0.999,1e-04
Tuấn Hiệp,"Rất rất tệ, đi 1 lần không đám đi lần thứ 2, chia sẽ từ tận dáy lòng, bà con nghiên cứu thật kỹ trước khi đi nhé!",0.0007,0.9992,1e-04
Tuấn Hiệp,Đặt xe 8h đợi 2 tiếng vẫn chưa thấy hồi âm từ bác tài. Không 1 cuộc gọi thông báo trễ hay gì cả. Quá tệ! K có lần sau,0.0008,0.999,0.0003
Tuấn Hiệp,"Tệ nha má, điểm đón thì báo sai. Delay hơn 1 tiếng rưỡi, tới còn thái độ với khách. Đặt giường 3, 2 trên 1 dưới cuối cùng đẩy hết ra ghê sau, không chăn không gối, không nước. Xe chở người tưởng đâu xe chở hàng. Tệ kinh khủng khiếp, một lần tơn tới già",0.0007,0.9992,1e-04
Tuấn Hiệp,Tệ,0.0029,0.997,1e-04
Tuấn Hiệp,Quâ tệ,0.0069,0.993,1e-04
Tuấn Hiệp,Đón trễ xíu nhưng dịch vụ ok nè 👌,0.9698,0.0009,0.0293
Tuấn Hiệp,Với cá nhân mình thì mọi thứ ok hết. Tài xế có gọi qua báo lại thời gian xe đến điểm đón và sau chuyến đi nhà xe có gọi qua để CSKH. Nếu đc thì nên có wifi cho khách dùng.,0.9969,1e-04,0.0029
Tuấn Hiệp,Xe rất ồn giao trả hàng hoá nhiều đi chuyển về đến tp Vũng tàu 6h sáng thay vì 3h30 như hành trình.,0.0022,0.9904,0.0074
Tuấn Hiệp,"xe phục vụ tốt, nhân viên tận tâm. rất hài lòng",0.9994,0.0004,0.0002
Tuấn Hiệp,"Tệ, k đúng thời gian. Trả nhầm địa chỉ",0.0004,0.9993,0.0003
Tuấn Hiệp,"Vừa Bước Lên xe chú tài xế thấy mình bế Con nhỏ liền lấy bịt cho m bỏ dép ,Đi lại chỗ ghế thì a lơ Nói,Có bé nhỏ thì đặc ghế sớm để ngồi dứoi , m cũng tl là do tính vài bữa nua mới di,mà gap nên đặc 2 vé Trên , xe có đi Cao tốc từ ca mau ra briaVtau, nên nhanh, xe đẹp rộng rãi thoải mái, phù hợp voi tiền m bỏ ra,m thấy cũng ok mà , sao toàn thấy đánh giá chê ,nhiệt tình , Vui ve lần đầu mình trãi nghiệm , bthuog k Biết di xe 40 chỗ k thôi ,nhưng mai mốt sẽ chon xe này",0.9995,0.0003,0.0002
Tuấn Hiệp,Đi 1 lần kg đi lần nữa đặt 2 giường ngoài cửa sổ đưa giường ở giữa,0.0015,0.9981,0.0005
Tuấn Hiệp,"TỆ Xe cũ, dằn, xóc, hôi, nắp điều chỉnh máy lạnh rớt cả ra ngoài, tưởng như xe buýt 10 năm trước. Lơ xe nói chuyện bất lịch sự.",0.0006,0.9992,0.0002
Tuấn Hiệp,"1/ Chuyến đi trên 6h mà không có ổ sạc USB trên xe cho hành Khách. 2/ Phụ xe sắp xếp vali gởi thiếu văn minh khi kg sắp xếp nhẹ nhàng mà quăng mạnh vào trong ,có thể gây hư vali và đồ bên trong .",0.0025,0.9911,0.0064
Tuấn Hiệp,Khog hài lòng. Tài xế lơ xe quá âm binh. Chay xe đón khách rước khách tùm lum. Chửi khách.,0.0034,0.9965,1e-04
Tuấn Hiệp,"Lơ xe thái độ thô lỗ với khách hàng. Bỏ rơi khách dọc đường, mình có xuống trạm đi toilet ở tiền giang tầm 2p xong ra bị xe bỏ, trong khi đó mình có nói vs tài xe là mình đi toilet rồi vẫn cố tình bỏ rơi mình, gọi tài xế thì ko bắt máy, gọi tổng đài chửi thì tài xế mới gọi lại nhưng vẫn ko quay lại đón mình. Cũng may có 1 hãng xe khác cùng đi về cần thơ nên đã chở mình đi ké đc 1 đoạn tầm hơn chục km thì mới gặp dc xe tuấn hiệp. Quá chán nản nhà xe tuấn hiệp này. Lỡ rồi đi 1 lần rồi thôi. Byeeeee.",0.0007,0.9992,0.0002
Tuấn Hiệp,"xe mới đẹp.có rèm chia từng ghế,có sạc đt... nhân viên nhiệt tình vui vẻ. Nhưng không được xếp đúng ghế đã đặt",0.9858,0.0025,0.0117
Tuấn Hiệp,"Nhét khách, chở hàng hoá nhiều, ko dừng cho ăn uống",0.0049,0.9948,0.0002
Tuấn Hiệp,"Đặt 9 vé nhưng nhà mình chỉ đi 7 ng. 2 ghế còn lại để đồ, tuy nhiên tài xế lấy 2 ghế đó của mình dồn khách lên xe. Thậm chí xe còn nhét thêm tầm 5 đến 6 ng nữa.",0.1456,0.8255,0.0288
Tuấn Hiệp,Thấy mng đánh giá thấp cũng lo nhma bác tài vs lơ xe ok. Xe đón ko đúng h như app nhma trả điểm dừng sớm hơn dự kiến. Xe có con j ngay chỗ mình nằm may là giết kịp kk,0.9996,0.0003,1e-04
Tuấn Hiệp,cảm giác thật tuyệt vời sẽ ủng hộ lần tiếp theo,0.9996,0.0003,0.0
Tuấn Hiệp,Giá vé xe và vị trí ghế đặt không giống với lúc đặt. May mắn cuối cùng giá vé không đổi và có ghế nhưng rất tốn thời gian và tốn tiền.,0.0012,0.9984,0.0004
Tuấn Hiệp,"Xe chạy tài xế thì bóp kèn liên tục, đen chở cả gà lên xe, đến nơi đợ thì cũng chẳng gọi báo trước, lơ xe đi thu tiền mình đưa vé online ra còn không chịu tin, còn hỏi thêm là vé mua bao nhiêu tiền? Dịch vụ quá tệ, không thay đổi thì trước sau cũng phá sản, thái độ thiếu tôn trọng",0.0007,0.9992,1e-04
Tuấn Hiệp,Tốt,0.9938,0.0005,0.0057
Tuấn Hiệp,Chật chội để vali trên tầng xe ép hết chỗ i lần đầu cx như lần cuối i xe này,0.9537,0.0462,1e-04
Tuấn Hiệp,"tổng đài báo lên xe thu 220k, tới khi lên thu 230k",0.0002,0.9988,0.001
Tuấn Hiệp,Xe máy lạnh hơi nóng,0.0003,0.9962,0.0035
Tuấn Hiệp,Lần đầu sử dụng dịch vụ cảm thấy rất tệ 1. Chuyến đi delay lại 2h nhân viên không thông báo trước khách hàng phải đứng đợi. 2. Xe 40 chổ chở thêm người đến nổi nằm dài cả đường đi lên xuống trạm dừng châm rất bất tiện 3. Xe thì củ và hôi Lần đầu tiên trong đời tôi đi xe khách trong tình cảnh như thế.,0.0006,0.9993,1e-04
Tuấn Hiệp,Rất tệ.Thái độ tài xế xe 69F - 00096 rất khó chịu nói chuyện mà giống như chửi khách,0.0028,0.9972,1e-04
Tuấn Hiệp,"Xe không rước khách bỏ khách , khi gọi lại thì lại sang xe khác. Bắt nằm ngoài luồn , khốn nạn thật sự:)",0.0039,0.996,0.0
Tuấn Hiệp,"Xe rước khách nhiều nằm dọc lối đi, phụ nữ rất ngại",0.003,0.9909,0.0061
Tuấn Hiệp,Ko hài lòng chả có ai để khách hàng hỏi,0.0003,0.9995,0.0002
Tuấn Hiệp,"Lần đâu đi xe tuấn hiệp, nhà xe quá tệ hẹn 4h30 gọi xong lại đổi chuyến thành 7h vẫn không thông báo, trong khi đó mình là khách mà phải đi gọi lên tổng đài để xác nhận vé cho mình ( ngày hôm đó mình gọi không dưới 10 cuội gọi từ tổng đài cho tới tài xế) tiếp đến là tới lơ xe và tài xế, thì trước đó bên phía nhà xe báo 7h rước thì sẽ báo trước 30’ nhưng tới h vẫn không thấy gọi, thì mình lại gọi ngược lại cho lơ hỏi rước ở đâu mấy h, thì xe mới báo chứ không thấy gọi trc báo cho mình, gần sát h mới gọi cho mình, may là trước đó đã gọi trc nên ra sớm không thì trễ chuyến xe mất. Quá tệ!!! Tiếp theo đó là vẫn đề trên xe không có đủ dép để cho hành khách sử dụng ( vì đồ đạc ngày tết tương đối là lỉnh kỉnh nên mình không mang theo dép, lên xe lại không có đủ dép cho hành khách sử dụng, quá chán!!)",0.0008,0.9991,1e-04
Tuấn Hiệp,ko đi cũng k hoàng trả tiền vé hoặc hỗ trợ mua vé khac,0.0006,0.9992,0.0002
Tuấn Hiệp,Đặt lâu ròi đặt giường nằm đến lên lại đi xe ngồi,0.5154,0.4837,0.0009
Tuấn Hiệp,phụ xe đến giờ chót mới xác nhận mong nhà xe cải thiện,0.0059,0.9907,0.0034
Tuấn Hiệp,"xe để hành lý khách lên xe không có lối đi , đối với những người có bé nhỏ duy chuyển rất khó khăn",0.0005,0.9992,0.0003
Tuấn Hiệp,Tạm tạm,0.0073,0.0014,0.9913
Tuấn Hiệp,"Đi lần đầu tiên mà như thế này ai dám đi nữa . Đặt xe 15h , mà đến 20h10f mới rước , xe hư lúc 2h40 ở cai lậy tiền giang tới 6h15f vẫn còn chờ....... thật thất vọng vô cùng",0.0007,0.9992,1e-04
Tuấn Hiệp,"Xe tuấn hiệp rất tuyệt vời, mong có ngày đi lại xe tuấn hiệp!",0.9961,0.0008,0.003
Tuấn Hiệp,"Xe thả thùng hàng quá lâu, khách đợi rất mệt",0.0011,0.9983,0.0005
Tuấn Hiệp,"bắt đợi gần 2 tiếng rưỡi k một cuộc gọi báo trước, điện tổng đài cũng k giải quyết được vấn đề cho khách. Bắt đợi mà hủy chuyến thì k được hoàn lại tiền. Một trải nghiệm tồi tệ, sẽ không có lần thứ hai nào quay lại với dịch vụ này😡😡😡😡😡😡😡😡😡😡😡😡😡😡",0.0008,0.9992,1e-04
Tuấn Hiệp,đi lúc 2h mà 7h tối chưa đc dừng ăn chậm trể xe thì đầy mùi thuốc lá,0.0005,0.9994,1e-04
Tuấn Hiệp,"Nhét khách trật lối đi, nhờ lơ xe dừng xe đi tolet kêu tự lên nói với tài xế. Cảm giác tệ",0.0006,0.9992,1e-04
Tuấn Hiệp,"xe đón khách trễ 1 tiếng, tài xế chạy rất nhanh gây nguy hiểm cho hành khách",0.0045,0.9953,1e-04
Tuấn Hiệp,Đặt chuyến 2 giờ sáng. Nhân viên tổng đài hẹn có mặt lúc 2giờ hơn. Lơ xe gọi điện thì báo có mặt tại điểm đón lúc 1h30 sáng. Từ 1h30 đợi xe mòn mỏi ở ngoài đường tới 3h sáng xe mới đến 😑. Xe chạy chậm. Đến tận 9 10 giờ sáng mới dừng ở trạm xăng để đi vệ sinh. Giường xe khá nhỏ. Trải nghiệm tệ khó quên,0.0005,0.9993,0.0002
Tuấn Hiệp,Xe chạy cũng gần giờ dự kiến. Tuy nhiên lơ xe hướng dẫn sai làm mình đón xe sai chỗ. Phải chạy qua chạy lại. Nhà xe xuất vé file Pdf nhưng thông tin không tra cứu được. Gọi điện mấy lần cũng không có kết quả. Anh chị nào đi công tác cần vé hoặc hóa đơn để thanh toán thì nên cân nhắc nhé. Mình thì đi 1 lần là đủ rồi. Nói chung là không hài lòng Update: Sau khi nhân viên CSKH liên hệ hỗ trợ lại thì mình khá happy. Tuy nhiên bác nào đi công tác vẫn nên tham khảo thêm. Haiz,0.0002,0.9991,0.0007
Tuấn Hiệp,"Nếu có 0 sao tôi đánh giá 0 sao liền , phụ xe bảo 6h xe đến đón đợi tới 7h30 vẫn chưa thấy xe đâu , đặt ghế 1 đường nó xếp cho ngồi 1 nẽo",0.001,0.9988,0.0002
Tuấn Hiệp,"Hành lí mang theo để dưới gầm xe thì bị tính phí như gửi , thái độ phục vụ khách của phụ xe không có chút yêu mến nào ,đặt chỗ này bắt nằm chỗ kia mình bảo là đặt trước một ngày rồi mà phụ xe giao tiếp mình thấy không thông cảm được ! lần đầu đi hãng này củng là lần cuối .",0.0004,0.9988,0.0008
Tuấn Hiệp,Ngoài trừ việc tài xế với phụ lái thay phiên nhau rít thuốc lá (trung bình 10p/điếu) trên xe thì mình ko chê gì khác hết!,0.9966,0.0012,0.0022
Tuấn Hiệp,"lơ xe nchuyen cộc lốc, k phát nước cho khách, tới khi hỏi thì kêu tự lấy đi",0.0007,0.9992,0.0002
Tuấn Hiệp,"Chạy không đúng với lịch trình,nhồi nhét hành khách",0.0014,0.9984,1e-04
Tuấn Hiệp,"Tài xế , tài phụ ăn chặn tiền gửi hành của khách Khi đi xe được gửi kèm theo hàng hoá. Mình gọi nhà xe báo không thu phí , khi lên xe bọn tài xế ăn chặn tiền hàng thêm 200k… số xe 338",0.0011,0.9987,0.0002
Tuấn Hiệp,23h15 ăn cơm tối ở bù đăng bình phước,0.965,0.0003,0.0347
Tuấn Hiệp,"Một chuyến xe kinh hoàng từ trước tới nay mà tôi từng đi. 11h30 trưa ngày 26/11/23 Từ bến xe Đà Lạt về đến Cần Thơ 00h45 27/11/23. Xuất phát từ bến xe Liên Tỉnh TT TP Đà Lạt, Xe rời bến lúc 11h30 xe chạy nhận khách và hàng hóa dộc đường liên tục từ ĐL về tới Sài, cách 10 phút, 20 phút là dừng xe đón khách và nhận hàng và trả hàng liên tục. Đón khách dù trên xe ko còn ghế, 4-5 khách phải ngồi và nằm dộc hành lang lối đi từ Đồng Nai về tới SG, (bảo là tí có người xuống thì săp cho họ lên ghế sau). Thấy có người ĐT thì bảo là kẹt xe nên chạy chậm và về trễ, nhưng thật chất thì đường chỉ kẹt xe tầm 30 phút thôi. Từ ĐL về tới đầu đường dẫn vào Cao tốc Trung Lương là 8h30 phút, khi tới đó TXe dừng xe dộc đường mà ko chạy vào CToc, nghe ĐT thì bảo là đợi 1 người nào đó, nhưng chúng tôi ko hề thấy có người nào mới lên xe. tiếp tục đợi 45phut quá lâu mọi người trên xe hỏi TXe, hỏi NVien theo xe tại sao đậu xe mà ko chạy thì TX và NV ko hề Trả lời dù rằng chúng tôi hỏi 3-4 lần thì tất cả chỉ im lặng và đi xuống xe đứng đợi. Trả khách sai địa điểm mà chúng tôi đã đặt. Khách xuống điểm A thì chạy huốt gần 1Km mới thả khách xuống, (trước khi đến điểm xuống thì chúng tôi có nhắc TX và NV thì anh NV bảo chúng tôi có ghi lại hết rồi chị, nếu quên là do nó dốt đó chị (anh NV cười)) Suốt chuyến đi từ ĐL về chứng tôi ko đc phát bất kỳ chai nước suối nào, dù răng mấy anh NV thì cứ lấy nước suối uống thảng nhiên.",0.0035,0.9922,0.0044
Tuấn Hiệp,Xe dự kiến Phan Rang vào bến xe An Sương 9h20 mà tới 10h20 mới tới bến xe. Trễ 1 tiếng trông khi không kẹt xe. Ko muốn đi lại lần sau.,0.0007,0.9979,0.0014
Tuấn Hiệp,"Khuyến cáo kg nên đi nh. Xe dù, rước khách lum la, nằm la liệt 2 bên đường đi. Đi từ đà lạt về sài gòn gần 12 tiếng",0.0015,0.9983,0.0002
Tuấn Hiệp,"Bác tài hút thuốc trên xe, xe đón khách liên tục mặc dù đã hết chỗ. Chạy 10p dừng 1 lần trong cả chuyến đi ( k biết dừng bao nhiêu lần )",0.0325,0.9398,0.0277
Tuấn Hiệp,Rất hài lòng .nhân viên phục vụ tốt mình sẽ tiếp tục đi xe tuấn hiệp nha,0.9981,0.0003,0.0016
Tuấn Hiệp,Tài xế hút thuốc trên xe suốt chặng,0.334,0.595,0.071
Tuấn Hiệp,Thông tin vé không để rõ ràng.,0.0021,0.9482,0.0497
Tuấn Hiệp,Tài xê hút thuốc liên tục...đón nhét ngồi hàng lang...10p mới lên đc chỗ ngồi đã đặt,0.0005,0.9989,0.0006
Tuấn Hiệp,"Xe dơ, phục vụ trên xe nói năng thiếu văn hoá, ghế đăng ký không đúng, đón không đúng chổ. Mọi người nên tránh xe này, app vexere đừng nên kết nối tiếp tai nhà xe để đánh lừa khách hàng. Cám ơn",0.0014,0.9985,1e-04
Tuấn Hiệp,Không có chăn Không rèm Không nước uống,0.0003,0.9984,0.0012
Tuấn Hiệp,"Nhưng vị trí ghế thay đổi,,không có đúng khi mình đặt trên app",0.0007,0.9159,0.0833
Tuấn Hiệp,"Xe ko rước, đã thanh toán",0.0028,0.0021,0.9951
Tuấn Hiệp,"Có điều ko đúng giờ thôi ai đi nhớ trừ hao,chỉ z thôi còn lại ok hết",0.6985,0.0043,0.2972
Tuấn Hiệp,Đọc đánh giá mọi ng hơi lo sợ nhưng đi rồi cảm nhận nhà xe tốt. Ghế còn dư các bé nằm cũng k đuổi hay phụ thu như 1 số nhà xe khác dù xe đang rất ít khách.,0.9982,0.0004,0.0014
Tuấn Hiệp,nói 1 đằng đón 1 nẻo,0.1,0.8981,0.0019
Tuấn Hiệp,"xe chạy lâu, bth đi SG-Nha Trang có 6-7 tiếng, ông xe này chạy 9-10 tiếng, nhưng được cái giường có rèm nên nằm thoải mái riêng tư",0.9232,0.0075,0.0693
